,Unnamed: 0,directors,actors,writers,producers,year,genres,certificates,duration,Budget,Gross US,Gross Worldwide,titles,Profits,profit-per-length,profit-per-budget,len-genres,macrogenres,MAD
416,2536,['Louis Leterrier'],"['Sacha Baron Cohen', 'Rebel Wilson', 'Freddie Crowder', 'Jon-Jon Lockwood', 'Shaun Thomas', 'Claudia Adshead', 'Mark Strong', 'Lex Shrapnel', 'Isla Fisher', 'David James']","['Sacha Baron Cohen', 'Phil Johnston', 'Peter Baynham']","['Sacha Baron Cohen', 'Peter Baynham', 'Anthony Hines', 'Nira Park', 'Todd Schulman']",2016,Action  Adventure," R
",83.0,35000000.0,6874837.0,27979040.0,The Brothers Grimsby,-7020960.0,-84589.87951807231,-0.20059885714285716,2,Action,-0.4778071788154251
417,2541,['Stephen Hopkins'],"['Stephan James', 'Jason Sudeikis', 'Eli Goree', 'Shanice Banton', 'Carice van Houten', 'Jeremy Irons', 'William Hurt', 'David Kross', 'Jonathan Higgins', 'Tony Curran']","['Joe Shrapnel', 'Anna Waterhouse']","['Karsten Brünig', 'Luc Dayan', 'Kate Garwood', 'Stephen Hopkins']",2016,Biography  Drama," PG-13
",134.0,30000000.0,19206207.0,25070261.0,Race,-4929739.0,-36789.09701492537,-0.16432463333333333,2,Biography,-0.4617039781051363
418,2546,['Pablo Larraín'],"['Natalie Portman', 'Peter Sarsgaard', 'Greta Gerwig', 'Billy Crudup', 'John Hurt', 'Richard E. Grant', 'Caspar Phillipson', 'John Carroll Lynch', 'Beth Grant', 'Max Casella']",['Noah Oppenheim'],"['Darren Aronofsky', 'Pascal Caucheteux', 'Scott Franklin', 'Ari Handel']",2016,Biography  Drama," R
",100.0,9000000.0,13960394.0,24270399.0,Jackie,15270399.0,152703.99,1.696711,2,Biography,0.36446477715015185
419,2547,['John Lee Hancock'],"['Michael Keaton', 'Nick Offerman', 'John Carroll Lynch', 'Linda Cardellini', 'B.J. Novak', 'Laura Dern', 'Justin Randell Brooke', 'Kate Kneeland', 'Patrick Wilson', 'Griff Furst']",['Robert Siegel'],"['Don Handfield', 'Jeremy Renner', 'Aaron Ryder']",2016,Biography  Drama," PG-13
",115.0,25000000.0,12786053.0,24121245.0,The Founder,-878755.0,-7641.347826086957,-0.03515019999999999,2,Biography,-0.40435962698883915
420,2554,['John Hillcoat'],"['Chiwetel Ejiofor', 'Casey Affleck', 'Anthony Mackie', 'Woody Harrelson', 'Aaron Paul', 'Kate Winslet', 'Gal Gadot', 'Norman Reedus', 'Teresa Palmer', 'Michael Kenneth Williams']",['Matt Cook'],"['Marc Butan', 'Bard Dorros', 'John Hillcoat', 'Anthony Katagas']",2016,Action  Crime," R
",115.0,20000000.0,12639297.0,23177948.0,Triple 9,3177948.0,27634.33043478261,0.1588974,2,Action,-0.31821615865280783
421,2555,['Ash Brannon'],"['Luke Wilson', 'Eddie Izzard', 'J.K. Simmons', 'Lewis Black', 'Kenan Thompson', 'Mae Whitman', 'Jorge Garcia', 'Matt Dillon', 'Sam Elliott', 'Will Finn']","['Ash Brannon', 'Kurt Voelker', 'Jun Zheng', 'Denise Bradley']","['Rob Feng', 'Joyce Lou', 'David B. Miller', 'Amber Wang', 'Jun Zheng']",2016,Animation  Adventure," PG
",90.0,60000000.0,9420546.0,23157646.0,Rock Dog,-36842354.0,-409359.4888888889,-0.6140392333333333,2,Animation,-0.6613455887478396
422,2559,['Ben Affleck'],"['Ben Affleck', 'Elle Fanning', 'Remo Girone', 'Brendan Gleeson', 'Robert Glenister', 'Matthew Maher', 'Chris Messina', 'Sienna Miller', 'Miguel', 'Zoe Saldana']","['Ben Affleck', 'Dennis Lehane']","['Ben Affleck', 'Jennifer Davisson', 'Leonardo DiCaprio', 'Jennifer Todd']",2016,Action  Crime," R
",129.0,108000000.0,10378555.0,22678555.0,Live by Night,-85321445.0,-661406.5503875971,-0.7900133796296296,2,Action,-0.7394657164867816
423,2562,['Whit Stillman'],"['Kate Beckinsale', 'Morfydd Clark', 'Tom Bennett', 'Jenn Murray', ""Lochlann O'Mearáin"", 'Sophie Radermacher', 'Chloë Sevigny', 'Stephen Fry', 'Jordan Waller', 'Ross Mac Mahon']","['Whit Stillman', 'Jane Austen']","['Lauranne Bourrachot', 'Katie Holly', 'Whit Stillman']",2016,Comedy  Drama," PG
",90.0,3000000.0,14016568.0,21401949.0,Love & Friendship,18401949.0,204466.1,6.133983,2,Comedy,2.3343010442843934
424,2567,['Kelly Fremon Craig'],"['Hailee Steinfeld', 'Haley Lu Richardson', 'Blake Jenner', 'Kyra Sedgwick', 'Woody Harrelson', 'Hayden Szeto', 'Alexander Calvert', 'Eric Keenleyside', 'Nesta Cooper', 'Daniel Bacon']",['Kelly Fremon Craig'],"['Julie Ansell', 'James L. Brooks', 'Richard Sakai']",2016,Comedy  Drama," R
",104.0,9000000.0,14431633.0,19370020.0,The Edge of Seventeen,10370020.0,99711.73076923077,1.1522244444444445,2,Comedy,0.12275109268358395
425,2572,['Ilya Naishuller'],"['Sharlto Copley', 'Danila Kozlovsky', 'Haley Bennett', 'Tim Roth', 'Andrei Dementiev', 'Svetlana Ustinova', 'Darya Charusha', 'Oleg Poddubnyy', 'Jack Hahn', 'Cyrus Arnold']","['Ilya Naishuller', 'Will Stewart']","['Timur Bekmambetov', 'Ekaterina Kononenko', 'Ilya Naishuller', 'Inga Vainshtein Smith']",2016,Action  Adventure," R
",96.0,2000000.0,9252038.0,16810562.0,Hardcore Henry,14810562.0,154276.6875,7.405281,2,Action,2.898667823407969
426,2573,['Nate Parker'],"['Nate Parker', 'Armie Hammer', 'Penelope Ann Miller', 'Jackie Earle Haley', 'Mark Boone Junior', 'Colman Domingo', 'Aunjanue Ellis', 'Dwight Henry', 'Aja Naomi King', 'Esther Scott']","['Nate Parker', 'Jean McGianni Celestin']","['Jason Michael Berman', 'Aaron L. Gilbert', 'Preston L. Holmes', 'Nate Parker', 'Kevin Turen']",2016,Biography  Drama," R
",120.0,8500000.0,15861566.0,16779212.0,The Birth of a Nation,8279212.0,68993.43333333332,0.9740249411764704,2,Biography,0.043643063172983255
427,2578,['James Watkins'],"['Idris Elba', 'Richard Madden', 'Charlotte Le Bon', 'Kelly Reilly', 'José Garcia', 'Thierry Godard', 'Vincent Londez', 'Arieh Worthalter', 'Mohamed Makhtoumi', 'Théo Costa-Marini']","['Andrew Baldwin', 'James Watkins']","['Bard Dorros', 'Fabrice Gianfermi', 'Steve Golin', 'David Kanter', 'Philippe Rousselet']",2016,Action  Crime," R
",92.0,20000000.0,50269.0,14857808.0,The Take,-5142192.0,-55893.391304347824,-0.2571096,2,Action,-0.502893968798707
429,2582,['Amma Asante'],"['David Oyelowo', 'Rosamund Pike', 'Tom Felton', 'Jack Davenport', 'Laura Carmichael', 'Terry Pheto', 'Jessica Oyelowo', 'Vusi Kunene', 'Nicholas Lyndhurst', 'Arnold Oceng']","['Guy Hibbert', 'Susan Williams', 'Helena Holmes']","['Brunson Green', 'Peter Heslop', 'Charlie Mason', 'Rick McCallum']",2016,Biography  Drama," PG-13
",111.0,14000000.0,3902185.0,14459330.0,A United Kingdom,459330.0,4138.108108108108,0.03280928571428572,2,Biography,-0.374190401470144
430,2589,['Jeff Nichols'],"['Ruth Negga', 'Joel Edgerton', 'Will Dalton', 'Dean Mumford', 'Terri Abney', 'Alano Miller', 'Chris Greene', 'Benjamin Booker', 'Justin Robinson', 'Dennis Williams']",['Jeff Nichols'],"['Nancy Buirski', 'Ged Doherty', 'Colin Firth', 'Sarah Green']",2016,Biography  Drama," PG-13
",123.0,9000000.0,7751969.0,12957265.0,Loving,3957265.0,32172.886178861787,0.4396961111111111,2,Biography,-0.19356130654745624
431,2592,['Matt Brown'],"['Jeremy Irons', 'Dev Patel', 'Malcolm Sinclair', 'Raghuvir Joshi', 'Dhritiman Chatterjee', 'Stephen Fry', 'Arundathi Nag', 'Devika Bhise', 'Pádraic Delaney', 'Toby Jones']","['Matt Brown', 'Robert Kanigel']","['Matt Brown', 'Jon Katz', 'Edward R. Pressman', 'Sofia Sondervan']",2016,Biography  Drama," PG-13
",108.0,10000000.0,3866794.0,12252684.0,The Man Who Knew Infinity,2252684.0,20858.185185185182,0.22526839999999998,2,Biography,-0.28875210892000647
432,2600,['Mira Nair'],"['Madina Nalwanga', 'David Oyelowo', ""Lupita Nyong'o"", 'Martin Kabanza', 'Taryn Kyaze', 'Ivan Jacobo', 'Nicolas Levesque', 'Ronald Ssemaganda', 'Ethan Nazario Lubega', 'Nikita Waligwa']","['William Wheeler', 'Tim Crothers']","['John B. Carls', 'Lydia Dean Pilcher', 'Genevieve Hofmeyr']",2016,Biography  Drama," PG
",124.0,15000000.0,8874389.0,10367161.0,Queen of Katwe,-4632839.0,-37361.604838709674,-0.3088559333333333,2,Biography,-0.5258656964933847
433,2605,['Tom Tykwer'],"['Tom Hanks', 'Omar Elba', 'Sarita Choudhury', 'Sidse Babett Knudsen', 'Tracey Fairaway', 'Jane Perry', 'Tom Skerritt', 'Michael Baral', 'Lewis Rainer', 'Alexander Molkenthin']","['Dave Eggers', 'Tom Tykwer']","['Stefan Arndt', 'Gary Goetzman', 'Arcadiy Golubovich', ""Tim O'Hair"", 'Uwe Schott']",2016,Comedy  Drama," R
",98.0,30000000.0,4212494.0,9169507.0,A Hologram for the King,-20830493.0,-212556.05102040817,-0.6943497666666667,2,Comedy,-0.6969978095702036
434,2613,['Roger Spottiswoode'],"['Luke Treadaway', 'Bob the Cat', 'Ruta Gedmintas', 'Joanne Froggatt', 'Anthony Head', 'Darren Evans', 'Tony Jayawardena', 'Adam Riches', 'Llewella Gideon', 'Lorraine Ashbourne']","['James Bowen', 'Garry Jenkins', 'Tim John', 'Maria Nation']",['Adam Rolston'],2016,Biography  Drama," Not Rated
",103.0,8000000.0,82703.0,16053043.0,A Street Cat Named Bob,8053043.0,78184.88349514564,1.006630375,2,Biography,0.05811757950897397
435,2616,['Mick Jackson'],"['Rachel Weisz', 'Tom Wilkinson', 'Timothy Spall', 'Andrew Scott', 'Jack Lowden', 'Caren Pistorius', 'Alex Jennings', 'Harriet Walter', 'Mark Gatiss', 'John Sessions']","['Deborah Lipstadt', 'David Hare']","['Gary Foster', 'Marta Habior', 'Russ Krasnoff', 'Marta Lewandowska']",2016,Biography  Drama," PG-13
",109.0,10000000.0,4073489.0,7994527.0,Denial,-2005473.0,-18398.83486238532,-0.20054729999999998,2,Biography,-0.4777842910749779
436,2627,['Mike Mills'],"['Annette Bening', 'Elle Fanning', 'Greta Gerwig', 'Billy Crudup', 'Lucas Jade Zumann', 'Alison Elliott', 'Thea Gill', 'Vitaly Andrew LeBeau', 'Olivia Hone', 'Waleed Zuaiter']",['Mike Mills'],"['Anne Carey', 'Megan Ellison', 'Youree Henley']",2016,Comedy  Drama," R
",119.0,7000000.0,5664764.0,7214806.0,20th Century Women,214806.0,1805.0924369747897,0.030686571428571424,2,Comedy,-0.3751327371179844
437,2630,['Eran Creevy'],"['Nicholas Hoult', 'Felicity Jones', 'Anthony Hopkins', 'Ben Kingsley', 'Marwan Kenzari', 'Aleksandar Jovanovic', 'Christian Rubeck', 'Erdal Yildiz', 'Clemens Schick', 'Johnny Palmiero']","['F. Scott Frazier', 'Eran Creevy']","['Rory Aitken', 'Daniel Hetzer', 'Brian Kavanaugh-Jones', 'Ben Pugh', 'Joel Silver']",2016,Action  Crime," PG-13
",99.0,21500000.0,2280004.0,6817535.0,Collide,-14682465.0,-148307.72727272724,-0.6829053488372093,2,Action,-0.6919172940424869
438,2632,['Ben Younger'],"['Miles Teller', 'Aaron Eckhart', 'Katey Sagal', 'Ciarán Hinds', 'Ted Levine', 'Jordan Gelber', 'Amanda Clayton', 'Daniel Sauli', 'Christine Evangelista', 'Tina Casciani']","['Ben Younger', 'Pippa Bianco', 'Angelo Pizzo']","['Bruce Cohen', 'Noah Kraft', 'Pamela Thur', 'Emma Tillinger Koskoff']",2016,Biography  Drama," R
",117.0,6000000.0,5083906.0,6698679.0,Bleed for This,698679.0,5971.615384615385,0.1164465,2,Biography,-0.33706136859091596
439,2633,['Richard Tanne'],"['Tika Sumpter', 'Parker Sawyers', 'Vanessa Bell Calloway', 'Phillip Edward Van Lear', 'TayLar', 'Deanna Reed-Foster', 'Jerod Haynes', 'Gabrielle Lott-Rogers', 'Preston Tate Jr.', 'Donn Carl Harper']",['Richard Tanne'],"['Tika Sumpter', 'Richard Tanne', 'Robert Teitel']",2016,Biography  Drama," PG-13
",84.0,1500000.0,6304223.0,6628603.0,Southside with You,5128603.0,61054.797619047626,3.4190686666666665,2,Biography,1.1290702817882965
440,2637,['Stewart Hendler'],"['Ben Winchell', 'Josh Brener', 'Maria Bello', 'Andy Garcia', 'Ana Villafañe', 'Mike Doyle', 'Phillip DeVona', 'Billy Slaughter', 'Al Mitchell', 'Lawrence Kao']",['Christopher L. Yost'],"[""Bill O'Dowd"", 'Julia Pistor']",2016,Action  Adventure," PG-13
",92.0,10000000.0,3818664.0,6272403.0,Max Steel,-3727597.0,-40517.358695652176,-0.3727597,2,Action,-0.5542344683844214
441,2651,['Lorene Scafaria'],"['Susan Sarandon', 'Rose Byrne', 'J.K. Simmons', 'Jerrod Carmichael', 'Cecily Strong', 'Lucy Punch', 'Michael McKean', 'Jason Ritter', 'Sarah Baker', 'Casey Wilson']",['Lorene Scafaria'],['Joy Gorman Wettels'],2016,Comedy  Drama," PG-13
",103.0,3200000.0,4267218.0,5425148.0,The Meddler 2016 Re-release,2225148.0,21603.3786407767,0.69535875,2,Comedy,-0.08006510026698063
442,2654,['Jonathan Jakubowicz'],"['Edgar Ramírez', 'Robert De Niro', 'Usher Raymond', 'Rubén Blades', 'Ana de Armas', 'Pedro Perez', 'Óscar Jaenada', 'John Turturro', 'Ellen Barkin', 'Jurnee Smollett-Bell']",['Jonathan Jakubowicz'],"['Carlos Garcia de Paredes', 'Claudine Jakubowicz', 'Jonathan Jakubowicz', 'Jay Weisleder']",2016,Biography  Drama," R
",111.0,20000000.0,4712792.0,4978353.0,Hands of Stone,-15021647.0,-135330.15315315314,-0.75108235,2,Biography,-0.7221830811014994
443,2655,"['Dan Kwan', 'Daniel Scheinert']","['Paul Dano', 'Daniel Radcliffe', 'Mary Elizabeth Winstead', 'Antonia Ribero', 'Timothy Eulich', 'Richard Gross', 'Marika Casteel', 'Andy Hull', 'Aaron Marshall', 'Shane Carruth']","['Daniel Scheinert', 'Dan Kwan']","['Miranda Bailey', 'Lawrence Inglee', 'Lauren Mann', 'Amanda Marshall']",2016,Comedy  Drama," R
",97.0,3000000.0,4210454.0,4935501.0,Swiss Army Man,1935501.0,19953.618556701036,0.645167,2,Comedy,-0.10234670244528637
444,2667,['Jean-Marc Vallée'],"['Jake Gyllenhaal', 'Naomi Watts', 'Chris Cooper', 'Judah Lewis', 'C.J. Wilson', 'Polly Draper', 'Malachy Cleary', 'Debra Monk', 'Heather Lind', 'Wass Stevens']",['Bryan Sipe'],"['Lianne Halfon', 'Sidney Kimmel', 'Trent Luckinbill', 'Molly Smith']",2016,Comedy  Drama," R
",101.0,10000000.0,1978592.0,4366460.0,Demolition,-5633540.0,-55777.62376237624,-0.563354,2,Comedy,-0.6388449147237633
445,2674,['Warren Beatty'],"['Steve Tom', 'Paul Sorvino', 'Peter Mackenzie', 'Ivar Brogger', 'Dan Desmond', 'Alden Ehrenreich', 'Matthew Broderick', 'Candice Bergen', 'Martin Sheen', 'Hart Bochner']","['Warren Beatty', 'Bo Goldman']","['Warren Beatty', 'Steve Bing', 'Ron Burkle', 'Molly Conners']",2016,Comedy  Drama," PG-13
",127.0,25000000.0,3652206.0,3885342.0,Rules Don't Apply,-21114658.0,-166257.1496062992,-0.84458632,2,Comedy,-0.7636922586382905
446,2678,['Florian Gallenberger'],"['Emma Watson', 'Daniel Brühl', 'Michael Nyqvist', 'Richenda Carey', 'Vicky Krieps', 'Jeanne Werner', 'Julian Ovenden', 'August Zirner', 'Martin Wuttke', 'Nicolás Barsoff']","['Torsten Wenzel', 'Florian Gallenberger', 'Tom Kinninmont']","['Benjamin Herrmann', 'Nicolas Steil']",2016,Biography  Drama," R
",110.0,14000000.0,15709.0,3621046.0,Colonia,-10378954.0,-94354.12727272726,-0.7413538571428572,2,Biography,-0.7178643154151595
448,2699,['Brian Baugh'],"['Masey McLain', 'Ben Davies', 'Cameron McKendry', 'Terri Minton', 'Victoria Staley', 'Taylor Kalupa', 'Emma Elle Roberts', 'Sadie Robertson', 'David Errigo Jr.', 'Cory Chapman']","['Philipa A. Booyens', 'Robin Hanley', 'Kari Redmond', 'Bodie Thoene']","['Brad Allen', 'Nise Davies', 'Chuck Howard', 'Martin Michael']",2016,Biography  Drama," PG-13
",112.0,1500000.0,2082980.0,2082980.0,I'm Not Ashamed,582980.0,5205.178571428572,0.38865333333333335,2,Biography,-0.21622070512431618
449,2702,['Cristian Mungiu'],"['Adrian Titieni', 'Maria Dragus', 'Lia Bugnar', 'Mãlina Manovici', 'Vlad Ivanov', 'Gelu Colceag', 'Rares Andrici', 'Petre Ciubotaru', 'Alexandra Davidescu', 'Emanuel Parvu']",['Cristian Mungiu'],['Cristian Mungiu'],2016,Crime  Drama," R
",128.0,2000000.0,175975.0,2029693.0,Graduation,29693.0,231.9765625,0.0148465,2,Crime,-0.3821646132738741
450,2712,['Marc Abraham'],"['Tom Hiddleston', 'Elizabeth Olsen', 'Bradley Whitford', 'Cherry Jones', 'Maddie Hasson', 'Wrenn Schmidt', 'David Krumholtz', 'Josh Pais', 'Wesley Robert Langlois', 'Joshua Brady']","['Marc Abraham', 'Colin Escott', 'George Merritt', 'William MacEwen']","['Marc Abraham', 'Aaron L. Gilbert', 'Brett Ratner', 'G. Marq Roswell']",2016,Biography  Drama," R
",123.0,13000000.0,1646788.0,1767963.0,I Saw the Light,-11232037.0,-91317.37398373985,-0.8640028461538461,2,Biography,-0.772311828815554
451,2718,['Taylor Hackford'],"['Robert De Niro', 'Leslie Mann', 'Harvey Keitel', 'Edie Falco', 'Danny DeVito', 'Patti LuPone', 'Charles Grodin', 'Cloris Leachman', 'Lucy DeVito', 'Billy Crystal']","['Art Linson', 'Jeffrey Ross', 'Richard LaGravenese', 'Lewis Friedman']","['Mark Canton', 'Taylor Hackford', 'Art Linson', 'John Linson', 'Courtney Solomon']",2016,Comedy  Drama," R
",120.0,15000000.0,1659002.0,1659002.0,The Comedian,-13340998.0,-111174.98333333334,-0.8893998666666667,2,Comedy,-0.7835863173038203
452,2730,['Robert Budreau'],"['Ethan Hawke', 'Carmen Ejogo', 'Callum Keith Rennie', 'Tony Nappo', 'Stephen McHattie', 'Janet-Laine Green', 'Dan Lett', 'Kedar Brown', 'Kevin Hanchard', 'Tony Nardi']","['Robert Budreau', 'James Luscombe']","['Robert Budreau', 'Leonard Farlinger', 'Olivier Gauriat', 'Jennifer Jonas', 'Jake Seal']",2016,Biography  Drama," R
",97.0,6500000.0,830129.0,1553337.0,Born to Be Blue 2016 Re-release,-4946663.0,-50996.52577319588,-0.761025076923077,2,Biography,-0.726596951625391
453,2742,['John Krasinski'],"['Margo Martindale', 'Sharlto Copley', 'Richard Jenkins', 'John Krasinski', 'Anna Kendrick', 'Randall Park', 'Ashley Dyke', 'Isabela Costine', 'Didi Costine', 'Josh Groban']",['Jim Strouse'],"['John Krasinski', 'Ben Nearn', 'Tom Rice', 'Allyson Seeger']",2016,Comedy  Drama," PG-13
",88.0,3800000.0,1016985.0,1138609.0,The Hollars,-2661391.0,-30243.079545454544,-0.7003660526315789,2,Comedy,-0.6996686168335706
454,2763,['Robert Zemeckis'],"['Tom Hanks', 'Leslie Zemeckis', 'Eddie Deezen', 'Nona Gaye', 'Peter Scolari', 'Brendan King', 'Andy Pellick', 'Josh Eli', 'Mark Mendonca', 'Rolondas Hendricks']","['Chris Van Allsburg', 'Robert Zemeckis', 'William Broyles Jr.']","['Gary Goetzman', 'Steve Starkey', 'William Teitler', 'Robert Zemeckis']",2016,Animation  Adventure," G
",100.0,165000000.0,187224490.0,313500433.0,The Polar Express 2016 IMAX Release,148500433.0,1485004.33,0.9000026242424243,2,Animation,0.01078236757578091
455,2766,['Bruce Beresford'],"['Eddie Murphy', 'Britt Robertson', 'Natascha McElhone', 'Xavier Samuel', 'Lucy Fry', 'Christian Madsen', 'Mckenna Grace', 'Natalie Coughlin', 'Madison Wolfe', 'Lincoln Melcher']",['Susan McMartin'],"['David Buelow', 'Mark Canton', 'Lee Nelson', 'Courtney Solomon']",2016,Comedy  Drama," PG-13
",104.0,8000000.0,685780.0,685780.0,Mr. Church,-7314220.0,-70329.03846153848,-0.9142775,2,Comedy,-0.794630234462937
456,2773,['Bryan Buckley'],"['Melissa Rauch', 'Gary Cole', 'Thomas Middleditch', 'Sebastian Stan', 'Cecily Strong', 'Haley Lu Richardson', 'Dale Raoul', 'Craig Kilborn', 'Dominique Dawes', 'Olga Korbut']",['Melissa Rauch'],['Stephanie Langhoff'],2016,Comedy  Drama," R
",100.0,3500000.0,615816.0,615816.0,The Bronze,-2884184.0,-28841.84,-0.8240525714285715,2,Comedy,-0.754576720389516
457,2792,['George Miller'],"['Tom Hardy', 'Charlize Theron', 'Nicholas Hoult', 'Hugh Keays-Byrne', 'Josh Helman', 'Nathan Jones', 'Zoë Kravitz', 'Rosie Huntington-Whiteley', 'Riley Keough', 'Abbey Lee']","['George Miller', 'Brendan McCarthy', 'Nick Lathouris']","['George Miller', 'Doug Mitchell', 'P.J. Voeten']",2016,Action  Adventure," R
",120.0,150000000.0,154058340.0,375209362.0,Mad Max: Fury Road 2016 Re-release,225209362.0,1876744.683333333,1.5013957466666668,2,Action,0.27775856001031635
458,2818,['Gee Malik Linton'],"['Ana de Armas', 'Gabe Vargas', 'Sandy Tejada', 'Ariel Pacheco', 'Ismael Cruz Cordova', 'Anthony Ruiz', 'Stephen Thompson', 'Keanu Reeves', 'Mira Sorvino', 'Denia Brache']",['Gee Malik Linton'],"['Robin Gurland', 'Gee Malik Linton', 'Keanu Reeves']",2016,Crime  Drama," R
",102.0,6000000.0,,269915.0,Exposed,-5730085.0,-56177.30392156863,-0.9550141666666668,2,Crime,-0.8127144455282398
459,2822,['Andy Tennant'],"['Shirley MacLaine', 'Jessica Lange', 'Demi Moore', 'Ptolemy Slocum', 'Colin Walker', 'Robert Collier', 'Geraldine Singer', 'Susan Parker', 'Vincent De Paul', 'Rachel Deacon']","['Claudia Myers', 'Gary Kanew']","['Blythe Frank', 'Dean E. Fronk', 'Lucas Jarach', 'Kip Konwiser']",2016,Action  Adventure," PG-13
",86.0,10000000.0,40598.0,247949.0,Wild Oats,-9752051.0,-113395.94186046511,-0.9752050999999999,2,Action,-0.8216777979545254
460,2824,['Peter Billingsley'],"['Vince Vaughn', 'Hailee Steinfeld', 'Bill Paxton', 'Jonathan Banks', 'Jordi Mollà', 'Terrence Howard', 'Shea Whigham', 'Jon Favreau', 'William Levy', 'Mike Epps']","['Andy Lieberman', 'Nick Thornborrow']","['Kevin Scott Frakes', 'Michael J. Luisi', 'Micah Mason', 'Victoria Vaughn', 'Vince Vaughn']",2016,Crime  Drama," R
",93.0,16500000.0,21256.0,243793.0,Term Life,-16256207.0,-174797.92473118278,-0.9852246666666666,2,Crime,-0.8261257799130283
461,2838,['Christian Sesma'],"['Paul Sloan', ""Quinton 'Rampage' Jackson"", 'Jason Mewes', 'Kevin L. Walker', 'Michael Jai White', 'Michael Madsen', 'Mike Hatton', 'James Russo', 'Arman Nshanian', 'Chavo Guerrero Jr.']","['Christian Sesma', 'Paul Sloan']","['Asko Akopyan', 'Mike Hatton', 'Joshua Mandel', 'Christian Sesma', 'Nick Vallelonga']",2016,Action  Crime," R
",107.0,1000000.0,1991.0,176777.0,Vigilante Diaries,-823223.0,-7693.672897196262,-0.8232229999999999,2,Action,-0.754208449098917
462,2852,['Robert Budreau'],"['Ethan Hawke', 'Carmen Ejogo', 'Callum Keith Rennie', 'Tony Nappo', 'Stephen McHattie', 'Janet-Laine Green', 'Dan Lett', 'Kedar Brown', 'Kevin Hanchard', 'Tony Nardi']","['Robert Budreau', 'James Luscombe']","['Robert Budreau', 'Leonard Farlinger', 'Olivier Gauriat', 'Jennifer Jonas', 'Jake Seal']",2016,Biography  Drama," R
",97.0,6500000.0,830129.0,1553337.0,Born to Be Blue,-4946663.0,-50996.52577319588,-0.761025076923077,2,Biography,-0.726596951625391
463,2867,['Orson Welles'],"['Orson Welles', 'Jeanne Moreau', 'Margaret Rutherford', 'John Gielgud', 'Marina Vlady', 'Walter Chiari', 'Michael Aldridge', 'Julio Peña', 'Tony Beckley', 'Andrés Mejuto']","['William Shakespeare', 'Raphael Holinshed', 'Orson Welles']","['Ángel Escolano', 'Emiliano Piedra', 'Harry Saltzman']",2016,Comedy  Drama," Not Rated
",119.0,800000.0,126724.0,126724.0,Chimes at Midnight,-673276.0,-5657.781512605042,-0.8415950000000001,2,Comedy,-0.7623643232260363
